Order No,Order Date,Customer Name,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount Percentage,Discount Dollar,Order Total,Shipping Cost,Total
6224-1,2016/12/07,Thea Hendricks,Melbourne,VIC,Corporate,Connor Betts,High,Artisan 48 Labels,Office Supplies,Small Box,Express Air,2016/07/14,3.84,6.3,2.46,12,75.6,0.03,2.268,73.332,0.5,72.832
6224-1,2016/10/31,George Zrebassa,Sydney,NSW,Home Office,Samantha Chairs,High,Apex Straight Scissors,Furniture,Large Box,Regular Air,2016/03/11,5.19,12.98,7.79,2,25.96,0.08,2.0768,23.8832,3.14,20.7432
6224-1,2016/03/19,Erica Smith,Sydney,NSW,Home Office,Samantha Chairs,Not Specified,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Regular Air,2016/03/21,42.11,80.98,38.87,8,647.84,0.02,12.9568,634.8832,7.18,627.7032
6224-1,2016/06/30,Lindsay Castell,Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan 474 Labels,Office Supplies,Small Box,Express Air,2016/01/07,1.84,2.88,1.04,23,66.24,0.07,4.6368,61.6032,0.99,60.6132
6224-1,2016/04/27,Valerie Takahito,Melbourne,VIC,Corporate,Yvette Biti,Low,Amemy 3-Color Set,Office Supplies,Wrap Bag,Regular Air,2016/04/28,21.56,36.55,14.99,33,1206.15,0.07,84.4305,1121.7195,13.89,1107.8295
6224-1,2016/02/04,Hunter Glantz,Sydney,NSW,Consumer,Tina Carlton,High,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,2016/10/04,11.04,16.98,5.94,34,577.32,0.1,57.732,519.588,12.39,507.198
6224-1,2016/12/24,Steve Nguyen,Sydney,NSW,Home Office,Leighton Forrest,Low,Bagred Nubber Bands,Office Supplies,Wrap Bag,Express Air,2016/12/26,0.24,1.26,1.02,43,54.18,0.01,0.5418,53.6382,0.7,52.9382
6224-1,2015/12/31,Matt Collister,Sydney,NSW,Home Office,Natasha Song,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016/01/01,1.94,3.08,1.14,46,141.68,0.04,5.6672,136.0128,0.99,135.0228
6224-1,2015/11/15,Alan Hwang,Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths General Use 3-Ring Binders,Technology,Small Box,Regular Air,2015/11/24,1.18,1.88,0.7,1,1.88,0,0,1.88,1.49,0.39
6225-1,2015/10/11,Chuck Clark,Sydney,NSW,Small Business,Tina Carlton,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015/11/11,1.94,3.08,1.14,22,67.76,0.07,4.7432,63.0168,0.99,62.0268
6225-1,2016/07/26,Steve Nguyen,Sydney,NSW,Small Business,Leighton Forrest,Medium,Pizazz Dustless Chalk Sticks,Office Supplies,Small Box,Express Air,2016/07/26,1.09,1.68,0.59,34,57.12,0.07,3.9984,53.1216,1,52.1216
6225-1,2016/09/28,Troy Staebel,Sydney,NSW,Corporate,Aanya Zhang,Medium,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016/09/30,12.39,19.98,7.59,3,59.94,0,0,59.94,5.77,54.17
6225-1,2014/01/24,Helen Andreada,Sydney,NSW,Consumer,Tina Carlton,Medium,300 Series Non-Flip,Office Supplies,Small Pack,Regular Air,2014/01/26,62.4,155.99,93.59,27,4211.73,0.03,126.3519,4085.3781,8.08,4077.2981
6225-1,2016/03/15,Lisa Gouktamey,Melbourne,VIC,Small Business,Yvette Biti,High,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2016/03/17,12.39,19.98,7.59,22,439.56,0.04,17.5824,421.9776,5.77,416.2076
6225-1,2016/09/02,Giulietta Dortch,Melbourne,VIC,Home Office,Connor Betts,Critical,Artisan 474 Labels,Office Supplies,Small Pack,Regular Air,2016/12/02,1.84,2.88,1.04,9,25.92,0.09,2.3328,23.5872,0.99,22.5972
6225-1,2015/11/06,Charles Crestani,Sydney,NSW,Home Office,Phoebe Gour,Not Specified,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2015/06/13,2.39,4.26,1.87,38,161.88,0,0,161.88,1.2,160.68
6226-1,2016/04/23,Cindy Chapman,Sydney,NSW,Corporate,Tina Carlton,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016/04/24,0.24,1.26,1.02,39,49.14,0.03,1.4742,47.6658,0.7,46.9658
6226-1,2016/03/29,Sung Shariari,Sydney,NSW,Small Business,Leighton Forrest,Low,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016/03/30,0.93,1.6,0.67,40,64,0.04,2.56,61.44,1.29,60.15
6226-1,2016/12/19,Nora Price,Sydney,NSW,Corporate,Preston Senome,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Express Air,2016/12/21,1.18,1.88,0.7,39,73.32,0.05,3.666,69.654,1.49,68.164
6226-1,2016/05/08,Beth Thompson,Sydney,NSW,Corporate,Tina Carlton,Critical,Apex Preferred Stainless Steel Scissors,Technology,Jumbo Drum,Delivery Truck,2016/06/08,2.5,5.68,3.18,16,90.88,0.09,8.1792,82.7008,3.6,79.1008
6226-1,2017/05/02,Art Foster,Sydney,NSW,Corporate,Stevie Bacata,Not Specified,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2017/07/02,0.93,1.6,0.67,34,54.4,0,0,54.4,1.29,53.11
6227-1,2016/03/25,Toby Knight,Melbourne,VIC,Consumer,Yvette Biti,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016/03/25,2.31,3.78,1.47,2,7.56,0.09,0.6804,6.8796,0.71,6.1696
6227-1,2015/09/29,Michael Oakman,Melbourne,VIC,Corporate,Connor Betts,Critical,Binder Posts,Technology,Small Box,Regular Air,2015/09/30,3.5,5.74,2.24,43,246.82,0.08,19.7456,227.0744,5.01,222.0644
6227-1,2016/08/24,Jasper Cacioppo,Sydney,NSW,Small Business,Radhya Staples,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016/02/09,12.39,19.98,7.59,16,319.68,0.07,22.3776,297.3024,5.77,291.5324
6227-1,2016/08/24,Jasper Cacioppo,Sydney,NSW,Consumer,Radhya Staples,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016/02/09,12.39,19.98,7.59,44,879.12,0.07,61.5384,817.5816,5.77,811.8116
6227-1,2016/04/23,Cindy Chapman,Sydney,NSW,Small Business,Tina Carlton,High,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016/04/24,12.39,19.98,7.59,4,79.92,0.03,2.3976,77.5224,5.77,71.7524
6228-1,2016/02/16,Dionis Lloyd,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Binder Clips by OIC,Office Supplies,Wrap Bag,Regular Air,2016/02/17,0.93,1.48,0.55,22,32.56,0.05,1.628,30.932,0.7,30.232
6228-1,2016/08/12,Erica Hernandez,Sydney,NSW,Consumer,Nicholas Fernandes,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,2016/12/12,1.18,1.88,0.7,8,15.04,0.05,0.752,14.288,1.49,12.798
6228-1,2016/03/17,Monica Federle,Sydney,NSW,Home Office,Charlie Bui,Not Specified,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2016/03/20,0.24,1.26,1.02,22,27.72,0.09,2.4948,25.2252,0.7,24.5252
6228-1,2016/10/18,Chuck Clark,Sydney,NSW,Home Office,Tina Carlton,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Express Air,2016/10/20,216,449.99,233.99,31,13949.69,0.07,976.4783,12973.2117,24.49,12948.7217
6228-1,2016/10/20,Edward Nazzal,Sydney,NSW,Corporate,Leighton Forrest,Medium,Smiths Metal Binder Clips,Office Supplies,Small Box,Regular Air,2016/10/20,1.6,2.62,1.02,50,131,0.1,13.1,117.9,0.8,117.1
6229-1,2016/09/05,Cindy Stewart,Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Laser DVD-RAM discs,Office Supplies,Small Box,Regular Air,2016/11/05,20.18,35.41,15.23,31,1097.71,0.01,10.9771,1086.7329,1.99,1084.7429
6229-1,2015/10/11,Chuck Clark,Sydney,NSW,Corporate,Tina Carlton,High,Smiths Standard Envelopes,Office Supplies,Small Pack,Express Air,2015/10/11,3.52,5.68,2.16,39,221.52,0.04,8.8608,212.6592,1.39,211.2692
6229-1,2016/11/29,Grant Carroll,Sydney,NSW,Corporate,Aanya Zhang,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,2016/11/30,11.04,16.98,5.94,4,67.92,0.04,2.7168,65.2032,12.39,52.8132
6229-1,2015/02/02,Paul Knutson,Sydney,NSW,Home Office,Leighton Forrest,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2015/03/02,3.84,6.3,2.46,10,63,0.1,6.3,56.7,0.5,56.2
6229-1,2016/10/25,Tanja Norvell,Melbourne,VIC,Corporate,Yvette Biti,High,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,2016/10/27,7.61,12.28,4.67,47,577.16,0,0,577.16,6.35,570.81
6230-1,2016/04/12,Ben Peterman,Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 487 Labels,Technology,Small Box,Regular Air,2016/05/12,2.29,3.69,1.4,13,47.97,0.03,1.4391,46.5309,0.5,46.0309
6231-1,2016/03/21,Deanra Eno,Melbourne,VIC,Small Business,Connor Betts,High,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,2016/03/22,4.19,10.23,6.04,50,511.5,0.09,46.035,465.465,4.68,460.785
6231-1,2016/03/17,Carol Darley,Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Wrap Bag,Regular Air,2016/03/18,1.19,1.98,0.79,23,45.54,0.07,3.1878,42.3522,4.77,37.5822
6231-1,2016/04/21,Magdelene Morse,Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016/04/22,1.94,3.08,1.14,37,113.96,0.08,9.1168,104.8432,0.99,103.8532
6231-1,2016/07/07,Thea Hendricks,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan Reinforcements for Hole-Punch Pages,Technology,Large Box,Regular Air,2016/08/07,1.19,1.98,0.79,41,81.18,0.09,7.3062,73.8738,4.77,69.1038
6232-1,2016/11/27,Roland Murray,Sydney,NSW,Small Business,Nicholas Fernandes,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016/11/27,2.5,5.68,3.18,38,215.84,0.03,6.4752,209.3648,3.6,205.7648
6232-1,2016/10/31,George Zrebassa,Sydney,NSW,Small Business,Samantha Chairs,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016/03/11,2.5,5.68,3.18,31,176.08,0.03,5.2824,170.7976,3.6,167.1976
6232-1,2016/02/24,Scot Coram,Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 479 Labels,Office Supplies,Wrap Bag,Express Air,2016/02/26,1.59,2.61,1.02,50,130.5,0.09,11.745,118.755,0.5,118.255
6232-1,2016/03/26,Cyma Kinney,Sydney,NSW,Corporate,Phoebe Gour,High,Apex Preferred Stainless Steel Scissors,Furniture,Small Pack,Regular Air,2016/03/28,2.5,5.68,3.18,37,210.16,0.09,18.9144,191.2456,3.6,187.6456
6233-1,2014/01/10,Patrick Jones,Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Apex Straight Scissors,Technology,Medium Box,Express Air,2014/03/10,5.19,12.98,7.79,45,584.1,0.03,17.523,566.577,3.14,563.437
6234-1,2015/10/09,Luke Weiss,Sydney,NSW,Small Business,Natasha Song,Medium,Wirebound Voice Message Log Book,Technology,Small Box,Express Air,2015/11/09,2.9,4.76,1.86,39,185.64,0.03,5.5692,180.0708,0.88,179.1908
6234-1,2015/11/08,Steve Carroll,Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2015/12/08,2.5,5.68,3.18,1,5.68,0.02,0.1136,5.5664,3.6,1.9664
6234-1,2016/01/02,Patrick Gardner,Melbourne,VIC,Corporate,Connor Betts,Not Specified,Apex Preferred Stainless Steel Scissors,Furniture,Large Box,Regular Air,2016/02/02,2.5,5.68,3.18,17,96.56,0,0,96.56,3.6,92.96
6235-1,2015/09/17,Naresj Patel,Sydney,NSW,Home Office,Leighton Forrest,High,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2015/09/17,0.94,2.08,1.14,34,70.72,0.07,4.9504,65.7696,2.56,63.2096
6235-1,2016/05/07,Denise Monton,Sydney,NSW,Corporate,Phoebe Gour,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Pack,Regular Air,2016/07/07,4.59,7.28,2.69,11,80.08,0.03,2.4024,77.6776,11.15,66.5276
6236-1,2015/08/06,Jack OBriant,Sydney,NSW,Small Business,Mihael Khan,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,2015/09/06,278.99,449.99,171,49,22049.51,0.04,881.9804,21167.5296,49,21118.5296
6236-1,2013/11/08,Liz Willingham,Melbourne,VIC,Small Business,Yvette Biti,Low,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2013/08/13,1.6,2.62,1.02,8,20.96,0.06,1.2576,19.7024,0.8,18.9024
6236-1,2016/02/29,Bill Donatelli,Sydney,NSW,Corporate,Natasha Song,Critical,Steady Pocket Accent Highlighters,Furniture,Small Pack,Regular Air,2016/02/29,0.93,1.6,0.67,10,16,0.01,0.16,15.84,1.29,14.55
6237-1,2016/04/23,Cindy Chapman,Sydney,NSW,Small Business,Tina Carlton,Medium,Smiths Bulldog Clip,Office Supplies,Small Box,Regular Air,2016/04/24,2.31,3.78,1.47,40,151.2,0,0,151.2,0.71,150.49
6238-1,2016/03/02,Darrin Martin,Melbourne,VIC,Consumer,Yvette Biti,High,OIC Thumb-Tacks,Technology,Large Box,Regular Air,2016/05/02,0.71,1.14,0.43,49,55.86,0.06,3.3516,52.5084,0.7,51.8084
6238-1,2016/10/31,George Zrebassa,Sydney,NSW,Corporate,Leighton Forrest,Critical,Steady Pocket Accent Highlighters,Technology,Jumbo Drum,Delivery Truck,2016/03/11,0.93,1.6,0.67,43,68.8,0.06,4.128,64.672,1.29,63.382
6238-1,2016/03/26,Cyma Kinney,Sydney,NSW,Consumer,Phoebe Gour,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016/03/28,2.5,5.68,3.18,9,51.12,0.09,4.6008,46.5192,3.6,42.9192
6238-1,2016/03/26,Cyma Kinney,Sydney,NSW,Corporate,Phoebe Gour,Low,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,2016/03/28,2.5,5.68,3.18,11,62.48,0.1,6.248,56.232,3.6,52.632
6238-1,2016/09/12,Guy Armstrong,Sydney,NSW,Corporate,Samantha Chairs,Medium,OIC Thumb-Tacks,Office Supplies,Wrap Bag,Regular Air,2016/10/12,0.71,1.14,0.43,34,38.76,0,0,38.76,0.7,38.06
6238-1,2016/01/05,Sally Knutson,Sydney,NSW,Small Business,Mihael Khan,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,2016/03/05,2.5,5.68,3.18,34,193.12,0,0,193.12,3.6,189.52
6238-1,2016/02/05,Scott Cohen,Melbourne,VIC,Consumer,Connor Betts,Low,Apex Preferred Stainless Steel Scissors,Technology,Small Box,Regular Air,2016/03/05,2.5,5.68,3.18,37,210.16,0.03,6.3048,203.8552,3.6,200.2552
6239-1,2015/08/26,Kelly Williams,Melbourne,VIC,Small Business,Yvette Biti,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,2015/08/28,4.53,7.3,2.77,37,270.1,0.04,10.804,259.296,7.72,251.576
6240-1,2016/09/28,Troy Staebel,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 48 Labels,Technology,Small Box,Express Air,2016/09/30,3.84,6.3,2.46,1,6.3,0.04,0.252,6.048,0.5,5.548
6240-1,2016/09/22,Richard Bierner,Melbourne,VIC,Home Office,Connor Betts,Not Specified,1726 Digital Answering Machine,Office Supplies,Small Pack,Regular Air,2016/09/23,8.82,20.99,12.17,36,755.64,0.1,75.564,680.076,4.81,675.266
6240-1,2015/08/31,Sally Knutson,Sydney,NSW,Corporate,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,2015/08/31,3.32,5.18,1.86,48,248.64,0.06,14.9184,233.7216,2.04,231.6816
6240-1,2015/12/19,Olvera Toch,Melbourne,VIC,Home Office,Yvette Biti,Low,Artisan 478 Labels,Technology,Jumbo Drum,Delivery Truck,2015/12/21,3.14,4.91,1.77,42,206.22,0,0,206.22,0.5,205.72
6240-1,2016/11/06,Frank Atkinson,Sydney,NSW,Home Office,Tina Carlton,Critical,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2016/06/21,1.09,2.6,1.51,43,111.8,0.03,3.354,108.446,2.4,106.046
6240-1,2016/05/05,Scott Cohen,Melbourne,VIC,Small Business,Connor Betts,Low,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2016/07/05,2.29,3.69,1.4,40,147.6,0.05,7.38,140.22,0.5,139.72
6240-1,2015/04/18,Philip Brown,Melbourne,VIC,Corporate,Yvette Biti,Medium,OIC Bulk Pack Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,2015/04/19,2.13,3.49,1.36,48,167.52,0.03,5.0256,162.4944,0.76,161.7344
6240-1,2016/03/26,Cyma Kinney,Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 479 Labels,Office Supplies,Small Pack,Regular Air,2016/03/28,1.59,2.61,1.02,34,88.74,0,0,88.74,0.5,88.24
6240-1,2016/03/04,Christina Vanderzanden,Sydney,NSW,Small Business,Tina Carlton,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,2016/03/04,2.5,5.68,3.18,50,284,0.06,17.04,266.96,3.6,263.36
6240-1,2016/03/26,Cyma Kinney,Sydney,NSW,Consumer,Phoebe Gour,High,Artisan 481 Labels,Technology,Small Box,Regular Air,2016/03/28,1.94,3.08,1.14,40,123.2,0.03,3.696,119.504,0.99,118.514
6240-1,2016/12/22,Giulietta Weimer,Sydney,NSW,Corporate,Natasha Song,Medium,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2016/12/23,3.14,4.91,1.77,41,201.31,0.03,6.0393,195.2707,0.5,194.7707
6240-1,2016/09/12,Guy Armstrong,Sydney,NSW,Corporate,Samantha Chairs,High,Artisan 479 Labels,Office Supplies,Small Box,Regular Air,2016/10/12,1.59,2.61,1.02,15,39.15,0.05,1.9575,37.1925,0.5,36.6925
6240-1,2016/09/15,Brooke Gillingham,Sydney,NSW,Small Business,Aanya Zhang,Critical,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,2016/09/16,19.78,45.99,26.21,23,1057.77,0.02,21.1554,1036.6146,4.99,1031.6246
6240-1,2016/12/10,Thea Hendricks,Melbourne,VIC,Corporate,Connor Betts,Low,UGen RF Keyboard,Office Supplies,Wrap Bag,Regular Air,2016/10/14,81.59,159.99,78.4,44,7039.56,0,0,7039.56,5.5,7034.06
6240-1,2016/11/02,Theones,Sydney,NSW,Corporate,Tina Carlton,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,2016/02/21,1.84,2.88,1.04,24,69.12,0.05,3.456,65.664,0.99,64.674
6240-1,2016/09/13,Christina Vanderzanden,Sydney,NSW,Home Office,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Express Air,2016/09/20,13.88,22.38,8.5,50,1119,0.07,78.33,1040.67,15.1,1025.57
6240-1,2015/07/30,Gary Zandusky,Sydney,NSW,Corporate,Mihael Khan,Not Specified,"Angle-D Binders with Locking Rings, Label Holders",Technology,Small Pack,Express Air,2015/07/31,4.53,7.3,2.77,8,58.4,0.1,5.84,52.56,7.72,44.84
6241-1,2013/07/26,Crist Tran,Melbourne,VIC,Corporate,Yvette Biti,Low,"Artisan Flip-Chart Easel Binder, Black",Technology,Small Box,Regular Air,2013/07/28,13.88,22.38,8.5,8,179.04,0.01,1.7904,177.2496,15.1,162.1496
6242-1,2015/08/28,Phillip Flathmann,Sydney,NSW,Small Business,Nicholas Fernandes,High,Artisan 481 Labels,Technology,Small Box,Express Air,2015/08/30,1.94,3.08,1.14,41,126.28,0.05,6.314,119.966,0.99,118.976
6242-1,2016/08/02,Ed Braxton,Melbourne,VIC,Small Business,Yvette Biti,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,2016/09/02,0.94,1.88,0.94,31,58.28,0,0,58.28,0.79,57.49
6242-1,2017/01/02,Joy Daniels,Sydney,NSW,Corporate,Nicholas Fernandes,High,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Wrap Bag,Regular Air,2017/05/02,14.95,34.76,19.81,32,1112.32,0.09,100.1088,1012.2112,8.22,1003.9912
6242-1,2013/09/26,Aleksandra Gannaway,Sydney,NSW,Corporate,Tina Carlton,Low,Self-Adhesive Removable Labels,Office Supplies,Wrap Bag,Regular Air,2013/09/28,1.98,3.15,1.17,19,59.85,0,0,59.85,0.49,59.36
6242-1,2016/04/02,Cyma Kinney,Sydney,NSW,Small Business,Phoebe Gour,Not Specified,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2016/05/02,3.84,6.3,2.46,27,170.1,0.03,5.103,164.997,0.5,164.497
6243-1,2016/08/06,Christina Anderson,Sydney,NSW,Corporate,Natasha Song,Medium,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Technology,Medium Box,Regular Air,2016/10/06,2.16,3.85,1.69,33,127.05,0.01,1.2705,125.7795,0.7,125.0795
6243-1,2016/03/30,Ruben Dartt,Sydney,NSW,Consumer,Tina Carlton,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,2016/03/31,1.53,2.78,1.25,2,5.56,0.02,0.1112,5.4488,1.34,4.1088
6244-1,2015/04/23,Deborah Brumfield,Sydney,NSW,Consumer,Samantha Chairs,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2015/04/23,278.99,449.99,171,33,14849.67,0.06,890.9802,13958.6898,49,13909.6898
6244-1,2016/06/09,Darrin Van Huff,Sydney,NSW,Small Business,Tina Carlton,High,Multimedia Mailers,Office Supplies,Wrap Bag,Regular Air,2016/08/09,99.39,162.93,63.54,18,2932.74,0.02,58.6548,2874.0852,19.99,2854.0952
6244-1,2016/09/22,Richard Bierner,Melbourne,VIC,Consumer,Connor Betts,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2016/09/23,2.45,3.89,1.44,5,19.45,0.08,1.556,17.894,7.01,10.884
6244-1,2015/10/21,Sung Shariari,Sydney,NSW,Consumer,Leighton Forrest,Low,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,2015/10/23,0.24,1.26,1.02,9,11.34,0.03,0.3402,10.9998,0.7,10.2998
6244-1,2015/02/09,Giulietta Baptist,Sydney,NSW,Corporate,Tina Carlton,High,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015/05/09,8.92,29.74,20.82,20,594.8,0.06,35.688,559.112,6.64,552.472
6244-1,2015/08/27,Edward Becker,Sydney,NSW,Consumer,Charlie Bui,High,600 Series Non-Flip,Office Supplies,Small Box,Regular Air,2015/08/28,19.78,45.99,26.21,50,2299.5,0.07,160.965,2138.535,4.99,2133.545
6245-1,2016/11/29,Grant Carroll,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016/11/30,1.94,3.08,1.14,42,129.36,0.04,5.1744,124.1856,0.99,123.1956
6245-1,2015/04/18,Arthur Gainer,Melbourne,VIC,Home Office,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,2015/04/19,8.82,20.99,12.17,12,251.88,0.02,5.0376,246.8424,4.81,242.0324
6245-1,2015/07/18,Susan Vittorini,Melbourne,VIC,Home Office,Yvette Biti,High,Artisan 48 Labels,Technology,Small Box,Regular Air,2015/07/20,3.84,6.3,2.46,2,12.6,0.03,0.378,12.222,0.5,11.722
6246-1,2016/05/14,Sonia Sunley,Sydney,NSW,Corporate,Preston Senome,High,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,2016/05/16,3.52,5.68,2.16,33,187.44,0.05,9.372,178.068,1.39,176.678
6246-1,2015/10/21,Kelly Lampkin,Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2015/10/23,1.94,3.08,1.14,31,95.48,0.08,7.6384,87.8416,0.99,86.8516
6246-1,2015/10/11,Allen Armold,Melbourne,VIC,Home Office,Connor Betts,Not Specified,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2015/12/11,1.59,2.61,1.02,38,99.18,0.09,8.9262,90.2538,0.5,89.7538
6246-1,2016/05/31,George Bell,Melbourne,VIC,Consumer,Yvette Biti,Low,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,2016/02/06,1.94,3.08,1.14,9,27.72,0.05,1.386,26.334,0.99,25.344
6246-1,2016/11/26,Jack OBriant,Sydney,NSW,Corporate,Mihael Khan,Low,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Wrap Bag,Regular Air,2016/11/28,13.88,22.38,8.5,33,738.54,0.07,51.6978,686.8422,15.1,671.7422
6247-1,2016/10/14,Christopher Martinez,Sydney,NSW,Corporate,Tina Carlton,High,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Express Air,2016/10/19,32.02,152.48,120.46,49,7471.52,0.03,224.1456,7247.3744,4,7243.3744
6248-1,2016/03/06,Frank Hawley,Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016/05/06,0.94,2.08,1.14,1,2.08,0,0,2.08,2.56,-0.48
6248-1,2016/04/18,Macca Stiss,Sydney,NSW,Small Business,Natasha Song,Low,Office Shears by Apex,Office Supplies,Small Box,Express Air,2016/04/19,0.94,2.08,1.14,8,16.64,0,0,16.64,2.56,14.08
6248-1,2016/06/03,Robert Marley,Sydney,NSW,Home Office,Preston Senome,Low,Office Shears by Apex,Office Supplies,Small Box,Regular Air,2016/07/03,0.94,2.08,1.14,16,33.28,0.02,0.6656,32.6144,2.56,30.0544
6249-1,2014/11/22,Joseph Airdo,Sydney,NSW,Small Business,Natasha Song,High,Apex Straight Scissors,Technology,Jumbo Drum,Delivery Truck,2014/11/24,5.19,12.98,7.79,44,571.12,0.03,17.1336,553.9864,3.14,550.8464
6250-1,2016/04/08,Bruce Stewart,Sydney,NSW,Consumer,Natasha Song,Critical,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,2016/06/08,3.52,5.68,2.16,34,193.12,0.03,5.7936,187.3264,1.39,185.9364
6250-1,2016/09/28,Troy Staebel,Sydney,NSW,Small Business,Aanya Zhang,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2016/09/30,8.92,29.74,20.82,35,1040.9,0.1,104.09,936.81,6.64,930.17
